Fri May 26 12:00:51 2023 
Setup time: 0.00 seconds
--------------------- 
Step 	 Time 	 Stopwatch 	 Average Temperature 	 Nusselt Number 	 Vrms 	 Surface Heat Flux 	 Bottom Heat Flux 	 Other Walls Heat Flux 
9399 	 0.01 	 0.68 	  0.49891 	 33.04054 	 3433.14143 	 99.12162 	 83.53167 	 83.76203 	 
9400 	 0.01 	 0.69 	  0.49891 	 33.03622 	 3434.78098 	 99.10866 	 83.54960 	 83.78263 	 
9401 	 0.01 	 0.78 	  0.49891 	 33.03182 	 3436.29378 	 99.09546 	 83.56792 	 83.80359 	 
9402 	 0.01 	 0.66 	  0.49891 	 33.02734 	 3437.67965 	 99.08203 	 83.58663 	 83.82492 	 
9403 	 0.01 	 0.70 	  0.49890 	 33.02279 	 3438.93877 	 99.06836 	 83.60571 	 83.84661 	 
9404 	 0.01 	 0.71 	  0.49890 	 33.01816 	 3440.07095 	 99.05447 	 83.62517 	 83.86863 	 
9405 	 0.01 	 0.71 	  0.49890 	 33.01345 	 3441.07609 	 99.04035 	 83.64500 	 83.89100 	 
9406 	 0.01 	 0.70 	  0.49890 	 33.00867 	 3441.95430 	 99.02602 	 83.66520 	 83.91369 	 
9407 	 0.01 	 0.70 	  0.49889 	 33.00382 	 3442.70555 	 99.01147 	 83.68577 	 83.93669 	 
9408 	 0.01 	 0.71 	  0.49889 	 32.99891 	 3443.32987 	 98.99672 	 83.70669 	 83.96001 	 
9409 	 0.01 	 0.70 	  0.49889 	 32.99392 	 3443.82747 	 98.98176 	 83.72797 	 83.98362 	 
9410 	 0.01 	 0.70 	  0.49889 	 32.98886 	 3444.19833 	 98.96659 	 83.74960 	 84.00753 	 
9411 	 0.01 	 0.83 	  0.49889 	 32.98374 	 3444.44261 	 98.95123 	 83.77158 	 84.03172 	 
9412 	 0.01 	 0.71 	  0.49888 	 32.97856 	 3444.56046 	 98.93567 	 83.79390 	 84.05617 	 
9413 	 0.01 	 0.70 	  0.49888 	 32.97331 	 3444.55198 	 98.91992 	 83.81655 	 84.08089 	 
9414 	 0.01 	 0.71 	  0.49888 	 32.96799 	 3444.41733 	 98.90398 	 83.83954 	 84.10587 	 
9415 	 0.01 	 0.70 	  0.49888 	 32.96262 	 3444.15665 	 98.88785 	 83.86285 	 84.13109 	 
9416 	 0.01 	 0.71 	  0.49887 	 32.95718 	 3443.77018 	 98.87154 	 83.88649 	 84.15655 	 
9417 	 0.01 	 0.67 	  0.49887 	 32.95168 	 3443.25805 	 98.85505 	 83.91045 	 84.18223 	 
9418 	 0.01 	 0.67 	  0.49887 	 32.94612 	 3442.62046 	 98.83837 	 83.93471 	 84.20814 	 
9419 	 0.01 	 0.67 	  0.49887 	 32.94051 	 3441.85765 	 98.82152 	 83.95929 	 84.23425 	 
9420 	 0.01 	 0.67 	  0.49887 	 32.93483 	 3440.96972 	 98.80448 	 83.98417 	 84.26057 	 
9421 	 0.01 	 0.85 	  0.49886 	 32.92909 	 3439.95708 	 98.78728 	 84.00934 	 84.28707 	 
9422 	 0.01 	 0.71 	  0.49886 	 32.92330 	 3438.81990 	 98.76989 	 84.03481 	 84.31377 	 
9423 	 0.01 	 0.70 	  0.49886 	 32.91744 	 3437.55824 	 98.75233 	 84.06056 	 84.34064 	 
9424 	 0.01 	 0.71 	  0.49886 	 32.91153 	 3436.17275 	 98.73460 	 84.08659 	 84.36768 	 
9425 	 0.01 	 0.71 	  0.49886 	 32.90557 	 3434.66344 	 98.71670 	 84.11291 	 84.39489 	 
9426 	 0.01 	 0.70 	  0.49885 	 32.89954 	 3433.03060 	 98.69862 	 84.13948 	 84.42224 	 
9427 	 0.01 	 0.70 	  0.49885 	 32.89346 	 3431.27475 	 98.68037 	 84.16633 	 84.44974 	 
9428 	 0.01 	 0.70 	  0.49885 	 32.88732 	 3429.39584 	 98.66195 	 84.19343 	 84.47737 	 
9429 	 0.01 	 0.70 	  0.49885 	 32.88112 	 3427.39457 	 98.64336 	 84.22077 	 84.50513 	 
9430 	 0.01 	 0.70 	  0.49884 	 32.87486 	 3425.27116 	 98.62459 	 84.24837 	 84.53301 	 
9431 	 0.01 	 0.83 	  0.49884 	 32.86855 	 3423.02560 	 98.60566 	 84.27620 	 84.56100 	 
9432 	 0.01 	 0.70 	  0.49884 	 32.86218 	 3420.65894 	 98.58654 	 84.30426 	 84.58910 	 
9433 	 0.01 	 0.70 	  0.49884 	 32.85575 	 3418.17110 	 98.56725 	 84.33255 	 84.61728 	 
9434 	 0.01 	 0.68 	  0.49884 	 32.84926 	 3415.56249 	 98.54778 	 84.36105 	 84.64556 	 
9435 	 0.01 	 0.67 	  0.49883 	 32.84271 	 3412.83385 	 98.52814 	 84.38976 	 84.67392 	 
9436 	 0.01 	 0.67 	  0.49883 	 32.83610 	 3409.98502 	 98.50831 	 84.41868 	 84.70236 	 
9437 	 0.01 	 0.67 	  0.49883 	 32.82943 	 3407.01705 	 98.48830 	 84.44780 	 84.73087 	 
9438 	 0.01 	 0.69 	  0.49883 	 32.82270 	 3403.93017 	 98.46811 	 84.47711 	 84.75944 	 
9439 	 0.01 	 0.71 	  0.49883 	 32.81591 	 3400.72441 	 98.44773 	 84.50661 	 84.78807 	 
9440 	 0.01 	 0.71 	  0.49882 	 32.80905 	 3397.40114 	 98.42716 	 84.53628 	 84.81675 	 
9441 	 0.01 	 0.86 	  0.49882 	 32.80213 	 3393.96019 	 98.40639 	 84.56613 	 84.84547 	 
9442 	 0.01 	 0.71 	  0.49882 	 32.79515 	 3390.40228 	 98.38544 	 84.59614 	 84.87424 	 
9443 	 0.01 	 0.71 	  0.49882 	 32.78809 	 3386.72821 	 98.36428 	 84.62632 	 84.90304 	 
9444 	 0.01 	 0.72 	  0.49882 	 32.78097 	 3382.93777 	 98.34292 	 84.65664 	 84.93187 	 
9445 	 0.01 	 0.71 	  0.49881 	 32.77379 	 3379.03255 	 98.32136 	 84.68710 	 84.96073 	 
9446 	 0.01 	 0.72 	  0.49881 	 32.76653 	 3375.01262 	 98.29958 	 84.71770 	 84.98959 	 
9447 	 0.01 	 0.70 	  0.49881 	 32.75920 	 3370.87828 	 98.27760 	 84.74842 	 85.01847 	 
9448 	 0.01 	 0.70 	  0.49881 	 32.75180 	 3366.63103 	 98.25539 	 84.77926 	 85.04736 	 
9449 	 0.01 	 0.70 	  0.49881 	 32.74432 	 3362.27066 	 98.23297 	 84.81021 	 85.07624 	 
9450 	 0.01 	 0.71 	  0.49880 	 32.73677 	 3357.79841 	 98.21032 	 84.84126 	 85.10512 	 
9451 	 0.01 	 0.84 	  0.49880 	 32.72914 	 3353.21499 	 98.18743 	 84.87241 	 85.13399 	 
9452 	 0.01 	 0.71 	  0.49880 	 32.72144 	 3348.52022 	 98.16431 	 84.90364 	 85.16285 	 
9453 	 0.01 	 0.71 	  0.49880 	 32.71365 	 3343.71636 	 98.14095 	 84.93495 	 85.19169 	 
9454 	 0.01 	 0.71 	  0.49880 	 32.70578 	 3338.80326 	 98.11734 	 84.96633 	 85.22051 	 
9455 	 0.01 	 0.71 	  0.49879 	 32.69783 	 3333.78175 	 98.09349 	 84.99777 	 85.24929 	 
9456 	 0.01 	 0.71 	  0.49879 	 32.68979 	 3328.65326 	 98.06937 	 85.02927 	 85.27805 	 
9457 	 0.01 	 0.71 	  0.49879 	 32.68166 	 3323.41760 	 98.04498 	 85.06080 	 85.30676 	 
9458 	 0.01 	 0.71 	  0.49879 	 32.67344 	 3318.07674 	 98.02033 	 85.09236 	 85.33542 	 
9459 	 0.01 	 0.71 	  0.49879 	 32.66513 	 3312.63118 	 97.99540 	 85.12395 	 85.36403 	 
9460 	 0.01 	 0.71 	  0.49878 	 32.65673 	 3307.08122 	 97.97018 	 85.15555 	 85.39259 	 
9461 	 0.01 	 0.85 	  0.49878 	 32.64823 	 3301.42917 	 97.94468 	 85.18716 	 85.42108 	 
9462 	 0.01 	 0.71 	  0.49878 	 32.63962 	 3295.67496 	 97.91887 	 85.21875 	 85.44950 	 
9463 	 0.01 	 0.71 	  0.49878 	 32.63092 	 3289.82007 	 97.89276 	 85.25033 	 85.47785 	 
9464 	 0.01 	 0.71 	  0.49878 	 32.62211 	 3283.86585 	 97.86634 	 85.28189 	 85.50613 	 
9465 	 0.01 	 0.71 	  0.49877 	 32.61320 	 3277.81228 	 97.83960 	 85.31340 	 85.53432 	 
9466 	 0.01 	 0.71 	  0.49877 	 32.60417 	 3271.66200 	 97.81252 	 85.34487 	 85.56242 	 
9467 	 0.01 	 0.71 	  0.49877 	 32.59504 	 3265.41540 	 97.78511 	 85.37629 	 85.59042 	 
9468 	 0.01 	 0.71 	  0.49877 	 32.58579 	 3259.07329 	 97.75736 	 85.40762 	 85.61831 	 
9469 	 0.01 	 0.71 	  0.49877 	 32.57642 	 3252.63810 	 97.72925 	 85.43888 	 85.64608 	 
9470 	 0.01 	 0.71 	  0.49877 	 32.56693 	 3246.10998 	 97.70078 	 85.47003 	 85.67374 	 
9471 	 0.01 	 0.84 	  0.49876 	 32.55731 	 3239.49087 	 97.67193 	 85.50108 	 85.70126 	 
9472 	 0.01 	 0.71 	  0.49876 	 32.54757 	 3232.78229 	 97.64271 	 85.53201 	 85.72865 	 
9473 	 0.01 	 0.71 	  0.49876 	 32.53770 	 3225.98448 	 97.61309 	 85.56281 	 85.75588 	 
9474 	 0.01 	 0.71 	  0.49876 	 32.52769 	 3219.10055 	 97.58307 	 85.59346 	 85.78297 	 
9475 	 0.01 	 0.71 	  0.49876 	 32.51755 	 3212.13117 	 97.55264 	 85.62396 	 85.80989 	 
9476 	 0.01 	 0.72 	  0.49875 	 32.50726 	 3205.07728 	 97.52179 	 85.65428 	 85.83664 	 
9477 	 0.01 	 0.72 	  0.49875 	 32.49683 	 3197.94192 	 97.49050 	 85.68441 	 85.86319 	 
9478 	 0.01 	 0.72 	  0.49875 	 32.48626 	 3190.72554 	 97.45878 	 85.71433 	 85.88955 	 
9479 	 0.01 	 0.71 	  0.49875 	 32.47553 	 3183.43008 	 97.42660 	 85.74404 	 85.91570 	 
9480 	 0.01 	 0.71 	  0.49875 	 32.46465 	 3176.05791 	 97.39396 	 85.77353 	 85.94164 	 
9481 	 0.01 	 0.84 	  0.49875 	 32.45362 	 3168.60966 	 97.36085 	 85.80277 	 85.96736 	 
9482 	 0.01 	 0.71 	  0.49874 	 32.44242 	 3161.08815 	 97.32726 	 85.83176 	 85.99284 	 
9483 	 0.01 	 0.71 	  0.49874 	 32.43105 	 3153.49520 	 97.29316 	 85.86048 	 86.01807 	 
9484 	 0.01 	 0.70 	  0.49874 	 32.41952 	 3145.83165 	 97.25857 	 85.88890 	 86.04304 	 
9485 	 0.01 	 0.71 	  0.49874 	 32.40782 	 3138.10100 	 97.22345 	 85.91700 	 86.06771 	 
9486 	 0.01 	 0.68 	  0.49874 	 32.39593 	 3130.30472 	 97.18780 	 85.94478 	 86.09210 	 
9487 	 0.01 	 0.68 	  0.49874 	 32.38387 	 3122.44388 	 97.15162 	 85.97220 	 86.11616 	 
9488 	 0.01 	 0.69 	  0.49873 	 32.37163 	 3114.52250 	 97.11488 	 85.99927 	 86.13991 	 
9489 	 0.01 	 0.70 	  0.49873 	 32.35919 	 3106.54194 	 97.07756 	 86.02596 	 86.16332 	 
9490 	 0.01 	 0.70 	  0.49873 	 32.34656 	 3098.50352 	 97.03968 	 86.05225 	 86.18638 	 
9491 	 0.01 	 0.82 	  0.49873 	 32.33373 	 3090.41153 	 97.00120 	 86.07813 	 86.20907 	 
9492 	 0.01 	 0.67 	  0.49873 	 32.32070 	 3082.26747 	 96.96211 	 86.10357 	 86.23137 	 
9493 	 0.01 	 0.68 	  0.49872 	 32.30747 	 3074.07291 	 96.92241 	 86.12855 	 86.25327 	 
9494 	 0.01 	 0.68 	  0.49872 	 32.29402 	 3065.83217 	 96.88207 	 86.15306 	 86.27475 	 
9495 	 0.01 	 0.64 	  0.49872 	 32.28036 	 3057.54717 	 96.84109 	 86.17707 	 86.29578 	 
9496 	 0.01 	 0.65 	  0.49872 	 32.26648 	 3049.21978 	 96.79945 	 86.20057 	 86.31636 	 
9497 	 0.01 	 0.65 	  0.49872 	 32.25238 	 3040.85398 	 96.75715 	 86.22353 	 86.33647 	 
9498 	 0.01 	 0.65 	  0.49872 	 32.23805 	 3032.45248 	 96.71415 	 86.24593 	 86.35607 	 
9499 	 0.01 	 0.65 	  0.49871 	 32.22348 	 3024.01747 	 96.67045 	 86.26777 	 86.37518 	 
9500 	 0.01 	 0.65 	  0.49871 	 32.20868 	 3015.55226 	 96.62605 	 86.28902 	 86.39376 	 
9501 	 0.01 	 0.78 	  0.49871 	 32.19364 	 3007.06070 	 96.58091 	 86.30967 	 86.41181 	 
9502 	 0.01 	 0.65 	  0.49871 	 32.17834 	 2998.54531 	 96.53503 	 86.32970 	 86.42931 	 
9503 	 0.01 	 0.65 	  0.49871 	 32.16280 	 2990.00880 	 96.48840 	 86.34908 	 86.44624 	 
9504 	 0.01 	 0.65 	  0.49871 	 32.14700 	 2981.45566 	 96.44100 	 86.36781 	 86.46258 	 
9505 	 0.01 	 0.65 	  0.49871 	 32.13094 	 2972.88921 	 96.39282 	 86.38588 	 86.47833 	 
9506 	 0.01 	 0.65 	  0.49870 	 32.11461 	 2964.31252 	 96.34384 	 86.40326 	 86.49348 	 
9507 	 0.01 	 0.65 	  0.49870 	 32.09802 	 2955.72883 	 96.29406 	 86.41995 	 86.50801 	 
9508 	 0.01 	 0.65 	  0.49870 	 32.08115 	 2947.14271 	 96.24345 	 86.43592 	 86.52189 	 
9509 	 0.01 	 0.65 	  0.49870 	 32.06400 	 2938.55802 	 96.19201 	 86.45114 	 86.53511 	 
9510 	 0.01 	 0.65 	  0.49870 	 32.04657 	 2929.97835 	 96.13972 	 86.46561 	 86.54765 	 
9511 	 0.01 	 0.76 	  0.49870 	 32.02885 	 2921.40750 	 96.08656 	 86.47930 	 86.55950 	 
9512 	 0.01 	 0.64 	  0.49869 	 32.01084 	 2912.84947 	 96.03253 	 86.49223 	 86.57066 	 
9513 	 0.01 	 0.65 	  0.49869 	 31.99254 	 2904.30881 	 95.97762 	 86.50437 	 86.58112 	 
9514 	 0.01 	 0.65 	  0.49869 	 31.97394 	 2895.79011 	 95.92181 	 86.51571 	 86.59087 	 
9515 	 0.01 	 0.65 	  0.49869 	 31.95503 	 2887.29768 	 95.86510 	 86.52623 	 86.59988 	 
9516 	 0.01 	 0.65 	  0.49869 	 31.93583 	 2878.83598 	 95.80748 	 86.53592 	 86.60815 	 
9517 	 0.01 	 0.65 	  0.49869 	 31.91631 	 2870.40965 	 95.74893 	 86.54480 	 86.61570 	 
9518 	 0.01 	 0.65 	  0.49869 	 31.89648 	 2862.02352 	 95.68945 	 86.55287 	 86.62251 	 
9519 	 0.01 	 0.65 	  0.49868 	 31.87635 	 2853.68254 	 95.62904 	 86.56013 	 86.62861 	 
9520 	 0.01 	 0.65 	  0.49868 	 31.85590 	 2845.39179 	 95.56770 	 86.56657 	 86.63399 	 
9521 	 0.01 	 0.78 	  0.49868 	 31.83514 	 2837.15664 	 95.50542 	 86.57223 	 86.63866 	 
9522 	 0.01 	 0.65 	  0.49868 	 31.81407 	 2828.98299 	 95.44222 	 86.57710 	 86.64264 	 
9523 	 0.01 	 0.66 	  0.49868 	 31.79270 	 2820.87634 	 95.37809 	 86.58119 	 86.64594 	 
9524 	 0.01 	 0.66 	  0.49868 	 31.77102 	 2812.84318 	 95.31306 	 86.58452 	 86.64856 	 
9525 	 0.01 	 0.68 	  0.49868 	 31.74904 	 2804.88984 	 95.24713 	 86.58709 	 86.65052 	 
9526 	 0.01 	 0.69 	  0.49867 	 31.72678 	 2797.02250 	 95.18033 	 86.58894 	 86.65185 	 
9527 	 0.01 	 0.74 	  0.49867 	 31.70436 	 2789.24710 	 95.11308 	 86.59010 	 86.65257 	 
9528 	 0.01 	 0.74 	  0.49867 	 31.68190 	 2781.61786 	 95.04570 	 86.59060 	 86.65275 	 
9529 	 0.01 	 0.74 	  0.49867 	 31.65939 	 2774.16869 	 94.97818 	 86.59050 	 86.65240 	 
9530 	 0.01 	 0.74 	  0.49867 	 31.63685 	 2766.89651 	 94.91056 	 86.58984 	 86.65159 	 
9531 	 0.01 	 0.88 	  0.49867 	 31.61428 	 2759.80232 	 94.84284 	 86.58868 	 86.65036 	 
9532 	 0.01 	 0.74 	  0.49867 	 31.59168 	 2752.88447 	 94.77505 	 86.58706 	 86.64875 	 
9533 	 0.01 	 0.74 	  0.49867 	 31.56907 	 2746.14183 	 94.70720 	 86.58505 	 86.64684 	 
9534 	 0.01 	 0.75 	  0.49866 	 31.54644 	 2739.57449 	 94.63931 	 86.58273 	 86.64470 	 
9535 	 0.01 	 0.73 	  0.49866 	 31.52381 	 2733.17921 	 94.57143 	 86.58016 	 86.64237 	 
9536 	 0.01 	 0.74 	  0.49866 	 31.50118 	 2726.95776 	 94.50354 	 86.57740 	 86.63993 	 
9537 	 0.01 	 0.70 	  0.49866 	 31.47857 	 2720.90615 	 94.43570 	 86.57453 	 86.63744 	 
9538 	 0.01 	 0.68 	  0.49866 	 31.45597 	 2715.02522 	 94.36790 	 86.57160 	 86.63496 	 
9539 	 0.01 	 0.69 	  0.49866 	 31.43339 	 2709.31229 	 94.30018 	 86.56866 	 86.63254 	 
9540 	 0.01 	 0.67 	  0.49866 	 31.41086 	 2703.76598 	 94.23257 	 86.56577 	 86.63023 	 
9541 	 0.01 	 0.82 	  0.49866 	 31.38835 	 2698.38560 	 94.16506 	 86.56300 	 86.62809 	 
9542 	 0.01 	 0.63 	  0.49866 	 31.36590 	 2693.16772 	 94.09771 	 86.56040 	 86.62618 	 
9543 	 0.01 	 0.63 	  0.49865 	 31.34350 	 2688.11352 	 94.03051 	 86.55804 	 86.62457 	 
9544 	 0.01 	 0.65 	  0.49865 	 31.32117 	 2683.21936 	 93.96350 	 86.55599 	 86.62332 	 
9545 	 0.01 	 0.65 	  0.49865 	 31.29890 	 2678.48474 	 93.89671 	 86.55430 	 86.62248 	 
9546 	 0.01 	 0.63 	  0.49865 	 31.27671 	 2673.90786 	 93.83014 	 86.55303 	 86.62211 	 
9547 	 0.01 	 0.62 	  0.49865 	 31.25461 	 2669.48626 	 93.76384 	 86.55225 	 86.62226 	 
9548 	 0.01 	 0.63 	  0.49865 	 31.23260 	 2665.22015 	 93.69780 	 86.55200 	 86.62300 	 
9549 	 0.01 	 0.63 	  0.49865 	 31.21069 	 2661.10638 	 93.63207 	 86.55235 	 86.62438 	 
9550 	 0.01 	 0.63 	  0.49865 	 31.18889 	 2657.14475 	 93.56667 	 86.55336 	 86.62645 	 
9551 	 0.01 	 0.76 	  0.49865 	 31.16720 	 2653.33340 	 93.50160 	 86.55506 	 86.62926 	 
9552 	 0.01 	 0.63 	  0.49865 	 31.14564 	 2649.67033 	 93.43693 	 86.55753 	 86.63286 	 
9553 	 0.01 	 0.62 	  0.49865 	 31.12422 	 2646.15559 	 93.37265 	 86.56081 	 86.63731 	 
9554 	 0.01 	 0.65 	  0.49864 	 31.10293 	 2642.78664 	 93.30880 	 86.56496 	 86.64266 	 
9555 	 0.01 	 0.62 	  0.49864 	 31.08180 	 2639.56317 	 93.24539 	 86.57002 	 86.64895 	 
9556 	 0.01 	 0.62 	  0.49864 	 31.06081 	 2636.48391 	 93.18244 	 86.57606 	 86.65625 	 
9557 	 0.01 	 0.64 	  0.49864 	 31.04000 	 2633.54705 	 93.12000 	 86.58310 	 86.66457 	 
9558 	 0.01 	 0.64 	  0.49864 	 31.01936 	 2630.75301 	 93.05808 	 86.59120 	 86.67398 	 
9559 	 0.01 	 0.64 	  0.49864 	 30.99890 	 2628.09998 	 92.99669 	 86.60039 	 86.68450 	 
9560 	 0.01 	 0.64 	  0.49864 	 30.97862 	 2625.58740 	 92.93587 	 86.61071 	 86.69618 	 
9561 	 0.01 	 0.76 	  0.49864 	 30.95854 	 2623.21489 	 92.87563 	 86.62221 	 86.70905 	 
9562 	 0.01 	 0.63 	  0.49864 	 30.93867 	 2620.98111 	 92.81601 	 86.63490 	 86.72313 	 
9563 	 0.01 	 0.63 	  0.49864 	 30.91900 	 2618.88638 	 92.75701 	 86.64881 	 86.73844 	 
9564 	 0.01 	 0.62 	  0.49864 	 30.89956 	 2616.92986 	 92.69867 	 86.66396 	 86.75501 	 
9565 	 0.01 	 0.62 	  0.49864 	 30.88034 	 2615.11083 	 92.64101 	 86.68037 	 86.77286 	 
9566 	 0.01 	 0.62 	  0.49864 	 30.86135 	 2613.42977 	 92.58405 	 86.69807 	 86.79200 	 
9567 	 0.01 	 0.62 	  0.49864 	 30.84260 	 2611.88597 	 92.52780 	 86.71707 	 86.81246 	 
9568 	 0.01 	 0.64 	  0.49864 	 30.82410 	 2610.47940 	 92.47231 	 86.73737 	 86.83423 	 
9569 	 0.01 	 0.63 	  0.49863 	 30.80586 	 2609.21032 	 92.41758 	 86.75899 	 86.85733 	 
9570 	 0.01 	 0.63 	  0.49863 	 30.78788 	 2608.07843 	 92.36363 	 86.78194 	 86.88176 	 
9571 	 0.01 	 0.75 	  0.49863 	 30.77017 	 2607.08412 	 92.31050 	 86.80620 	 86.90751 	 
9572 	 0.01 	 0.64 	  0.49863 	 30.75273 	 2606.22763 	 92.25819 	 86.83179 	 86.93459 	 
9573 	 0.01 	 0.67 	  0.49863 	 30.73558 	 2605.50905 	 92.20674 	 86.85869 	 86.96299 	 
9574 	 0.01 	 0.67 	  0.49863 	 30.71873 	 2604.92898 	 92.15618 	 86.88689 	 86.99270 	 
9575 	 0.01 	 0.64 	  0.49863 	 30.70217 	 2604.48779 	 92.10650 	 86.91639 	 87.02370 	 
9576 	 0.01 	 0.64 	  0.49863 	 30.68592 	 2604.18586 	 92.05775 	 86.94717 	 87.05598 	 
9577 	 0.01 	 0.64 	  0.49863 	 30.66998 	 2604.02386 	 92.00993 	 86.97921 	 87.08952 	 
9578 	 0.01 	 0.65 	  0.49863 	 30.65435 	 2604.00234 	 91.96306 	 87.01251 	 87.12433 	 
9579 	 0.01 	 0.69 	  0.49863 	 30.63906 	 2604.12200 	 91.91719 	 87.04703 	 87.16035 	 
9580 	 0.01 	 0.69 	  0.49863 	 30.62411 	 2604.38344 	 91.87232 	 87.08276 	 87.19757 	 
9581 	 0.01 	 0.82 	  0.49863 	 30.60950 	 2604.78734 	 91.82849 	 87.11968 	 87.23599 	 
9582 	 0.01 	 0.69 	  0.49863 	 30.59524 	 2605.33435 	 91.78572 	 87.15776 	 87.27556 	 
9583 	 0.01 	 0.70 	  0.49863 	 30.58134 	 2606.02504 	 91.74402 	 87.19699 	 87.31628 	 
9584 	 0.01 	 0.70 	  0.49863 	 30.56780 	 2606.86035 	 91.70340 	 87.23736 	 87.35813 	 
9585 	 0.01 	 0.69 	  0.49863 	 30.55463 	 2607.84107 	 91.66389 	 87.27882 	 87.40107 	 
9586 	 0.01 	 0.69 	  0.49863 	 30.54183 	 2608.96783 	 91.62549 	 87.32137 	 87.44509 	 
9587 	 0.01 	 0.66 	  0.49863 	 30.52940 	 2610.24178 	 91.58821 	 87.36499 	 87.49017 	 
9588 	 0.01 	 0.70 	  0.49863 	 30.51737 	 2611.66395 	 91.55210 	 87.40965 	 87.53629 	 
9589 	 0.01 	 0.70 	  0.49863 	 30.50571 	 2613.23498 	 91.51714 	 87.45535 	 87.58343 	 
9590 	 0.01 	 0.70 	  0.49863 	 30.49445 	 2614.95625 	 91.48336 	 87.50207 	 87.63160 	 
9591 	 0.01 	 0.83 	  0.49862 	 30.48359 	 2616.82931 	 91.45078 	 87.54979 	 87.68076 	 
9592 	 0.01 	 0.66 	  0.49862 	 30.47314 	 2618.85461 	 91.41941 	 87.59851 	 87.73091 	 
9593 	 0.01 	 0.70 	  0.49862 	 30.46309 	 2621.03382 	 91.38926 	 87.64822 	 87.78205 	 
9594 	 0.01 	 0.70 	  0.49862 	 30.45345 	 2623.36875 	 91.36034 	 87.69892 	 87.83416 	 
9595 	 0.01 	 0.70 	  0.49862 	 30.44422 	 2625.86047 	 91.33266 	 87.75060 	 87.88725 	 
9596 	 0.01 	 0.70 	  0.49862 	 30.43542 	 2628.51051 	 91.30625 	 87.80326 	 87.94132 	 
9597 	 0.01 	 0.65 	  0.49862 	 30.42704 	 2631.32103 	 91.28112 	 87.85690 	 87.99635 	 
9598 	 0.01 	 0.65 	  0.49862 	 30.41910 	 2634.29332 	 91.25729 	 87.91147 	 88.05233 	 
9599 	 0.01 	 0.70 	  0.49862 	 30.41159 	 2637.42790 	 91.23476 	 87.96701 	 88.10926 	 
9600 	 0.01 	 0.73 	  0.49862 	 30.40452 	 2640.72722 	 91.21355 	 88.02350 	 88.16713 	 
9601 	 0.01 	 0.91 	  0.49862 	 30.39789 	 2644.19256 	 91.19366 	 88.08095 	 88.22596 	 
9602 	 0.01 	 0.76 	  0.49862 	 30.39170 	 2647.82591 	 91.17511 	 88.13937 	 88.28576 	 
9603 	 0.01 	 0.77 	  0.49862 	 30.38597 	 2651.63018 	 91.15791 	 88.19878 	 88.34654 	 
9604 	 0.01 	 0.77 	  0.49862 	 30.38069 	 2655.60850 	 91.14206 	 88.25917 	 88.40831 	 
9605 	 0.01 	 0.76 	  0.49862 	 30.37586 	 2659.76205 	 91.12757 	 88.32055 	 88.47106 	 
9606 	 0.01 	 0.75 	  0.49862 	 30.37149 	 2664.09420 	 91.11446 	 88.38293 	 88.53482 	 
9607 	 0.01 	 0.73 	  0.49862 	 30.36757 	 2668.60858 	 91.10272 	 88.44633 	 88.59960 	 
9608 	 0.01 	 0.74 	  0.49862 	 30.36414 	 2673.30905 	 91.09241 	 88.51055 	 88.66519 	 
9609 	 0.01 	 0.76 	  0.49862 	 30.36119 	 2678.18382 	 91.08356 	 88.57527 	 88.73128 	 
9610 	 0.01 	 0.75 	  0.49862 	 30.35872 	 2683.21039 	 91.07615 	 88.64049 	 88.79786 	 
9611 	 0.01 	 0.88 	  0.49862 	 30.35672 	 2688.38918 	 91.07015 	 88.70619 	 88.86492 	 
9612 	 0.01 	 0.74 	  0.49862 	 30.35518 	 2693.72053 	 91.06554 	 88.77236 	 88.93245 	 
9613 	 0.01 	 0.74 	  0.49862 	 30.35410 	 2699.20498 	 91.06230 	 88.83897 	 89.00041 	 
9614 	 0.01 	 0.73 	  0.49862 	 30.35347 	 2704.84318 	 91.06041 	 88.90593 	 89.06872 	 
9615 	 0.01 	 0.79 	  0.49862 	 30.35328 	 2710.62990 	 91.05985 	 88.97320 	 89.13735 	 
9616 	 0.01 	 0.79 	  0.49862 	 30.35353 	 2716.56516 	 91.06059 	 89.04075 	 89.20626 	 
9617 	 0.01 	 0.79 	  0.49862 	 30.35420 	 2722.64961 	 91.06261 	 89.10856 	 89.27543 	 
9618 	 0.01 	 0.79 	  0.49862 	 30.35529 	 2728.88358 	 91.06588 	 89.17658 	 89.34481 	 
9619 	 0.01 	 0.78 	  0.49862 	 30.35680 	 2735.26729 	 91.07039 	 89.24479 	 89.41439 	 
9620 	 0.01 	 0.78 	  0.49862 	 30.35870 	 2741.80166 	 91.07611 	 89.31314 	 89.48412 	 
9621 	 0.01 	 0.93 	  0.49862 	 30.36100 	 2748.48773 	 91.08301 	 89.38162 	 89.55398 	 
9622 	 0.01 	 0.79 	  0.49862 	 30.36370 	 2755.32665 	 91.09109 	 89.45016 	 89.62392 	 
9623 	 0.01 	 0.74 	  0.49862 	 30.36677 	 2762.31964 	 91.10031 	 89.51871 	 89.69387 	 
9624 	 0.01 	 0.74 	  0.49862 	 30.37022 	 2769.46624 	 91.11067 	 89.58723 	 89.76380 	 
9625 	 0.01 	 0.73 	  0.49862 	 30.37405 	 2776.76756 	 91.12215 	 89.65567 	 89.83366 	 
